genre,token,count,mean_attribution,mean_abs_attribution
War,handguns,2,1.0831796824932098,1.0831796824932098
War,the,1,-1.00240159034729,1.00240159034729
War,story,2,0.9358104169368744,0.9358104169368744
War,of,2,0.851986289024353,0.851986289024353
War,N,2,0.8135986030101776,0.8135986030101776
War,find,2,-0.8109453916549683,0.8109453916549683
War,testimony,2,0.7511430978775024,0.7511430978775024
War,solve,1,-0.7469612956047058,0.7469612956047058
War,someone,2,-0.7448280453681946,0.7448280453681946
War,they,1,-0.739068865776062,0.739068865776062
War,against,1,-0.71751868724823,0.71751868724823
War,loading,4,0.7159994095563889,0.7159994095563889
War,faced,1,-0.6984908580780029,0.6984908580780029
War,a,2,-0.6559486389160156,0.6559486389160156
War,gun,1,-0.6087450981140137,0.6087450981140137
War,continuation,1,0.42511487007141113,0.42511487007141113
War,from,1,-0.31240445375442505,0.31240445375442505
War,swedish,1,-0.30615490674972534,0.30615490674972534
War,regiment,1,0.2840930223464966,0.2840930223464966
War,tells,1,-0.27938979864120483,0.27938979864120483
